ResponseId,DistributionChannel,UserLanguage,have_phone,have_smartphone,contact_parent_ease,phone_usage_bring_school,tablet_usage_bring_school,laptop_usage_bring_school,smartwatch_usage_bring_school,other_usage_bring_school,other_usage_bring_school_TEXT,phone_usage_school_purposes,tablet_usage_school_purposes,laptop_usage_school_purposes,smartwatch_usage_school_purposes,other_usage_school_purposes,other_usage_school_purposes_TEXT,phone_usage_personal_reasons,tablet_usage_personal_reasons,laptop_usage_personal_reasons,smartwatch_usage_personal_reasons,other_usage_personal_reasons,other_usage_personal_reasons_TEXT,time_spent_hours_phone,time_spent_minutes_phone,fomo,have_job,num_boss_contact_1,num_parent_contact_1,pif_when,pif_when_10_TEXT,pif_how,pif_how_15_TEXT,pif_satisfied,pif_enforcement,pif_noncompliance,pif_opinion,policy_opinion_open,school_engagement_1,school_engagement_2,school_engagement_3,school_engagement_4,school_engagement_5,SESQ_ENG_34,SESQ_ENG_7,SESQ_ENG_8,SESQ_ENG_9,SESQ_ENG_10,SESQ_ENG_11,SESQ_ENG_12,SESQ_ENG_13,SESQ_ENG_15,SESQ_ENG_16,SESQ_ENG_17,SESQ_ENG_18,SESQ_ENG_20,SESQ_ENG_22,friendship_quality_1,friendship_quality_2,friendship_quality_3,friendship_quality_4,friendship_quality_5,friendship_quality_6,friendship_quality_7,friendship_quality_8,lunchtime_friends,num_bathroom_1,bathroom_reason,bathroom_reason_6_TEXT,hrs_sleep_1,sleep_quality_1,sleep_quality_2,num_days_physical,num_sports_team,esteem_satisfaction_1,esteem_satisfaction_2,esteem_satisfaction_3,esteem_satisfaction_4,esteem_satisfaction_5,esteem_satisfaction_6,social_anxiety_1,social_anxiety_2,social_anxiety_3,social_anxiety_4,social_anxiety_5,social_anxiety_6,social_anxiety_7,social_anxiety_8,social_anxiety_9,social_anxiety_10,rcads_1,rcads_2,rcads_3,sdq_1,sdq_2,sdq_3,sdq_4,sdq_5,sdq_6,sdq_7,school_bully_freq_1,school_bully_freq_2,school_bully_freq_3,school_bully_freq_4,school_bully_freq_5,school_bully_freq_6,school_bully_freq_7,school_bully_upset_1,school_bully_upset_2,school_bully_upset_3,school_bully_upset_4,school_bully_upset_5,school_bully_upset_6,school_bully_upset_7,outside_bully_freq_1,outside_bully_freq_2,outside_bully_freq_3,outside_bully_freq_4,outside_bully_freq_5,outside_bully_freq_6,outside_bully_freq_7,outside_bully_upset_1,outside_bully_upset_2,outside_bully_upset_3,outside_bully_upset_4,outside_bully_upset_5,outside_bully_upset_6,outside_bully_upset_7,policy_impact_1,policy_impact_2,policy_impact_3,policy_impact_4,policy_impact_5,policy_impact_6,policy_impact_7,policy_impact_8,policy_impact_9,policy_impact_10,policy_impact_11,policy_impact_12,policy_impact_13,policy_impact_14,policy_impact_15,policy_impact_16,policy_impact_17,policy_changes_open,grade,ell,iep,gender,gender_3_TEXT,race,optional_comments,other_comments
R_8qx5eCWNlzGJaMC,test,,4,,1,1,0,1,1,1,Ultrices curabitur eu eu malesuada culpa ac vestibulum. Non sapien tortor rutrum metus.,0,1,1,1,1,Magna amet. Turpis donec tempora potenti ligula natoque consectetuer euismod mattis euismod.,0,0,1,0,1,At quam arcu eget lorem iaculis tellus lectus pharetra. Velit aliquet.,,,,,,,5,,1,,40,30,90,2,Teachers have more control now and it feels more like learning.,3,3,3,3,1,3,4,5,3,5,1,4,1,4,2,4,2,2,1,2,4,1,4,4,1,2,2,2,785702417,2,,6,4,13,6,5,4,2,5,3,5,4,8,4,3,4,3,2,8,8,1,3,4,5,1,1,1,2,1,2,2,2,5,10,6,6,6,6,10,3,3,4,2,1,4,4,5,5,6,5,7,10,5,2,4,4,2,1,4,1,3,6,5,5,2,6,3,6,3,2,1,5,2,3,2,5,5,Accusamus cursus pede mattis a purus nulla vivamus est integer praesent.,6,2,2,1,,"2,5","Vivamus ridiculus magna augue augue aliquet nec commodo. Nulla odio culpa, nonummy cras ultrices.",Fermentum? Etiam tempor nullam consequat nunc ultrices quam velit quam venenatis temporibus? Ante.
R_6VT6jfE7iIokZG6,test,,4,,1,0,1,0,0,0,Facilisi. Id ante scelerisque? Risus aliquam quam sapien integer aliquam.,1,1,1,1,0,Interdum neque vulputate massa vel et euismod ut justo ridiculus purus sapien.,0,1,0,0,1,Risus vulputate! Primis ultricies? Interdum curabitur orci sit pellentesque vivamus massa erat. Proin odio? Laoreet.,,,,,,,10,Dui vulputate ultricies orci dui suspendisse vestibulum placerat dictumst vel nullam ut. Odio.,13,,80,30,60,,It feels like prison sometimes because of the rules.,5,5,3,3,2,3,5,2,2,3,1,1,2,4,5,5,1,2,4,4,1,1,5,4,3,1,2,3,1353717428,1,,4,5,10,7,3,3,2,3,2,5,1,8,4,4,2,3,1,4,8,3,2,4,4,3,2,2,2,2,3,2,3,10,6,10,5,6,6,5,2,3,4,4,4,1,4,7,10,6,5,10,7,5,3,4,1,2,1,3,2,5,6,5,6,6,3,2,6,5,3,1,6,5,3,6,1,6,Odio nulla maecenas elementum posuere. Fringilla. Venenatis sodales ut? Vehicula. Malesuada ante? Non.,2,4,1,2,,"1,2,3,6",Wisi elit dictumst consequat. Ultricies rhoncus risus? Lacus. Elementum mi facilisi interdum nibh integer! Sem.,"Montes egestas lacus magnis, posuere fermentum? Pharetra? Vehicula culpa dolorem potenti metus! Amet sodales."
R_3V6a6aFyf74pKiq,test,,4,,2,1,0,0,0,0,Sollicitudin bibendum auctor euismod ultricies laoreet faucibus imperdiet sapien! Metus.,1,0,1,1,1,"Commodo sollicitudin interdum turpis bibendum felis, vulputate viverra? Atque lacus.",0,1,1,1,1,Rutrum sapien nibh faucibus volutpat? Orci tempor aliquet quam bibendum? Eleifend! Eget nec vitae.,,,,,,,7,,12,,90,90,70,,I actually enjoy school more without all the phone drama.,5,4,3,3,4,1,5,1,2,3,3,1,3,4,3,1,3,4,5,3,5,3,2,5,3,1,4,2,2022216799,4,,3,1,9,6,3,2,5,4,5,5,4,8,1,3,2,1,3,4,8,8,4,5,5,5,1,3,1,2,1,1,2,6,10,10,5,7,6,6,4,3,3,2,4,3,1,10,6,5,6,10,7,5,1,3,4,2,2,2,4,5,5,5,2,5,3,1,3,5,6,6,2,1,3,2,3,5,"Accumsan praesent cursus rutrum? Mattis eget vitae maecenas velit massa tempus, vestibulum elit. Ridiculus? Sodales.",1,2,1,2,,"1,2,3,6","Etiam nibh praesent facilisi leo ligula pretium eu malesuada nullam, ultricies.",Sem platea nulla metus enim imperdiet justo pellentesque! Elementum sapien.
R_9Msgy7ECi92iCoK,test,,2,,2,0,0,0,1,0,"Natoque cursus accusamus wisi, per! Augue luctus posuere? Non. Purus ultricies. Cras.",0,0,1,1,0,"Etiam integer sapien rutrum wisi nibh. Placerat. Cursus vel ac, facilisis? Potenti.",0,1,0,1,1,"Interdum magnis vivamus, amet sit tellus wisi, pede sed, vitae, convallis nonummy.",,,,,,,10,"Etiam luctus maecenas dolorem? Risus nibh, accusamus. Arcu venenatis eget risus, pretium leo eros amet.",15,Ligula neque! Sem integer vestibulum nibh. Ante. Erat placerat vestibulum turpis nibh.,60,90,70,5,"Everyone complains about it, but I think it’s working.",4,5,4,4,5,1,5,4,3,5,5,1,5,1,4,3,3,2,5,3,2,1,3,2,4,2,5,4,2106813392,5,,10,5,14,11,3,5,4,3,2,4,5,8,4,8,2,1,2,2,3,3,2,5,3,3,1,3,1,2,2,3,2,10,6,10,10,5,6,6,4,4,4,1,3,1,3,5,6,10,5,7,10,5,2,2,2,1,4,1,2,5,2,3,1,1,1,1,1,6,1,2,6,6,3,2,5,1,"Venenatis eros ac vulputate est sed auctor id iaculis sollicitudin gravida vulputate, donec eget mauris.",3,,2,1,,"1,6",Porta sagittis pretium vitae blandit ultricies atque interdum erat est mi.,Integer! Porttitor aliquet porttitor. At interdum faucibus at posuere posuere justo malesuada diam ridiculus vitae.
R_b1HGATIAU7D4cRg,test,,1,2,2,1,1,0,1,0,Facilisis viverra magnis. Erat aenean ut integer molestie urna tortor blandit auctor rutrum.,1,0,1,0,1,"Nullam. Nec lacus eget scelerisque fusce, a turpis, ridiculus, duis dapibus.",1,1,1,1,0,Fusce porttitor dignissim proin wisi ultrices sagittis malesuada et. Eu. Dolor ab iaculis tellus.,24,3,5,2,105967281,1392095130,9,,10,,80,40,0,1,It’s harder to organize rides home without my phone.,3,1,3,3,3,5,3,1,4,2,4,5,2,4,2,4,3,3,1,2,3,2,5,4,3,4,3,2,1146180675,1,,2,4,14,7,5,4,3,4,4,2,2,8,2,2,2,3,1,3,1,4,2,4,1,2,3,3,3,1,1,1,2,6,5,5,6,10,5,5,4,2,2,1,1,3,3,6,10,7,10,10,5,10,4,4,1,4,1,2,1,1,1,6,5,2,6,1,3,1,1,3,1,6,6,2,1,6,Fusce ac? Faucibus pretium culpa cursus donec viverra sodales? Phasellus cras dignissim.,3,,1,2,,"2,3,5","Neque elit, augue magnis eu suspendisse fermentum primis dolor enim accusamus velit sapien! Nec.","Egestas venenatis turpis? Massa. Placerat fermentum dolorem ac, sodales etiam rhoncus id, urna accusamus posuere."
R_ermpLs1vCZ4pTjU,test,,1,1,1,1,0,1,1,0,Sed temporibus leo posuere. Culpa bibendum nibh consequat amet ullamcorper.,0,0,0,1,0,"Luctus quis! Sodales pharetra ipsum. Wisi sed cras dolor? Neque, porta interdum.",1,1,1,1,1,"A dictumst facilisis id tortor sed dapibus urna. Dolor maecenas ultricies tempus, ante magnis? Fermentum.",6,1,3,2,703197652,310994517,7,,10,,30,30,90,1,I like not having people film everything all the time.,5,5,2,4,1,2,1,5,1,1,2,5,4,1,4,2,4,3,4,4,4,5,1,3,4,3,5,1,963370386,5,,13,3,5,6,4,4,5,4,5,5,1,1,4,8,4,4,2,3,3,4,8,2,4,1,1,3,2,2,1,1,1,5,10,5,5,6,7,6,4,4,4,3,3,1,1,6,6,7,5,10,10,10,3,3,4,3,1,3,3,2,2,5,2,3,6,1,6,3,5,1,1,2,5,2,6,2,Phasellus. Lectus tempus amet? Fringilla dapibus cras wisi tempus tincidunt eleifend.,7,2,,2,,"1,2,5,6","Nec facilisis ullamcorper primis quam? Molestie lorem, amet pellentesque porta, pede iaculis! In magna.","Viverra purus risus sit nibh consequat vivamus, sapien convallis orci vestibulum fringilla auctor montes."
R_6RsEjJqLHa8c2i2,test,,2,,1,1,0,0,1,1,Sodales felis interdum metus proin. Rhoncus. Neque cursus. Gravida ridiculus vel rutrum nec laoreet.,1,1,1,1,0,"Elit ultricies, maecenas at tempora metus integer? Justo rutrum rhoncus.",1,1,0,0,0,Facilisis egestas non iaculis vulputate. Laoreet sem primis blandit maecenas consequat dolor neque volutpat quis.,,,,,,,5,,9,,50,30,70,5,"Honestly, I’m more bored than before.",5,5,1,2,5,3,4,4,4,5,1,5,4,3,2,1,1,1,4,2,1,4,1,4,4,4,4,2,1740795555,2,,1,4,13,10,6,2,2,3,4,5,2,1,1,8,8,2,8,1,1,4,2,1,2,3,3,2,2,3,1,3,1,7,7,7,7,5,5,5,1,4,3,1,3,2,3,7,7,7,10,7,10,6,1,2,4,2,4,3,3,2,3,6,2,1,5,2,6,5,6,1,2,6,3,6,3,1,"Bibendum risus facilisi? Dictumst magnis? Nibh magna. Sed, rhoncus malesuada metus. Sed.",3,4,,3,Proin montes curabitur sollicitudin accumsan. Tempus sed lorem mauris consequat diam vivamus tempus.,"1,2,5","Temporibus? Laoreet volutpat dolor quis aliquam suspendisse, a facilisis amet purus! Dapibus. Ultrices aenean egestas.","Dictumst aenean. Mattis et phasellus eleifend diam euismod tempus, laoreet cursus interdum cras atque sagittis."
R_8eKwTxYNvvamHv8,test,,4,,2,1,0,0,1,1,Id risus neque! Tempora suscipit? Justo neque odio a. Eros nullam donec platea.,1,1,0,0,1,"Molestie sed rhoncus luctus placerat consectetuer? Blandit, consectetuer? Accusamus tellus facilisis pede a auctor eros.",1,1,0,0,0,"Tempor lectus suscipit. Tempor leo magna, consequat eros tincidunt, ante, tempor. Nunc scelerisque, ligula.",,,,,,,10,"Volutpat molestie, ultricies commodo arcu dapibus, platea rutrum primis pede.",12,,80,30,0,,It helped me focus but I still wish I could listen to music.,3,4,5,2,4,2,5,2,1,2,1,5,5,4,5,2,5,4,1,4,2,1,3,5,4,2,1,2,42654820,3,,9,5,14,6,1,2,5,1,5,1,4,4,3,3,8,4,8,8,2,1,4,5,5,1,2,2,2,3,1,1,3,7,6,6,7,10,5,6,3,2,1,2,2,3,2,10,5,6,6,7,10,10,2,1,4,1,2,2,2,2,6,2,3,3,5,1,3,1,2,2,3,2,1,1,2,6,"Scelerisque ab imperdiet potenti, faucibus ligula phasellus nec turpis ac gravida ridiculus euismod. Sagittis.",7,4,,2,,"3,4,6","Facilisi augue, enim. Cursus faucibus, sagittis, tempus egestas faucibus? Atque tincidunt. Erat cursus consectetuer.","Lorem vivamus! Posuere dapibus urna vel. Urna porta potenti pellentesque eros diam, erat commodo."
R_9FFrCafzAPqNZT8,test,,2,,1,1,1,1,1,1,"Amet curabitur ultricies magna! Erat, proin vehicula massa phasellus suspendisse, tempora.",0,1,0,1,0,Ipsum mauris consequat faucibus massa dignissim. Natoque elit! Duis fusce.,0,1,1,0,0,Lacus! Porttitor massa consectetuer ac felis? Laoreet? Vestibulum metus! Euismod erat.,,,,,,,5,,14,,100,0,90,7,People are forced to be more creative when hanging out.,5,3,4,5,3,4,2,1,2,2,5,4,2,4,5,1,3,4,3,2,1,2,2,4,5,3,3,3,2097145375,5,,8,3,11,5,6,2,2,4,5,3,2,3,8,8,2,2,2,4,3,3,8,1,1,4,1,3,1,1,1,1,3,10,5,10,5,6,7,7,1,1,1,4,3,3,2,7,10,5,5,7,10,10,2,3,3,3,4,1,4,6,6,6,3,5,1,5,3,5,6,5,5,5,2,1,5,3,Etiam nullam lacus faucibus volutpat ipsum morbi sodales pellentesque accusamus pede mauris sapien.,1,1,,2,,6,Orci proin purus interdum tempus temporibus temporibus! Blandit laoreet magna! Pellentesque tempora sit pede duis.,"Felis blandit rhoncus pretium purus, ante dolor consequat nunc, morbi iaculis."
R_0U1Jct9yFrvo7CC,test,,4,,2,0,1,1,0,1,Neque metus felis atque cursus amet montes tellus vehicula! Nec erat ridiculus mattis consectetuer laoreet.,1,1,1,0,1,Fusce potenti dolor. Tempus ligula. Molestie accumsan. Accusamus eget eleifend auctor. Dolorem morbi sodales? Ridiculus.,1,0,0,1,0,Neque imperdiet nulla tortor. Donec eleifend. Duis at pede vehicula auctor ab interdum vel vivamus.,,,,,,,6,,1,,100,70,80,7,"Teachers trust us less now, which feels bad.",4,1,5,2,1,3,2,5,5,3,2,2,1,3,1,2,3,5,1,4,2,2,2,4,1,5,2,1,1586787241,6,"Primis viverra duis! Suspendisse, commodo ultrices nonummy temporibus tempus tellus ut, ipsum augue! Luctus.",11,2,7,10,1,3,3,4,5,2,1,1,8,1,1,3,1,4,4,3,2,4,1,3,1,2,1,1,1,1,1,7,7,10,7,7,5,7,2,2,1,2,1,3,4,5,5,7,7,5,7,5,1,4,2,3,2,3,3,2,6,2,2,5,3,1,1,1,3,1,3,5,6,6,1,1,Enim nulla risus suspendisse aenean! Fermentum gravida porttitor tempora per enim vel eros.,6,1,,2,,4,"Gravida? Enim sem, suspendisse est eleifend lectus sodales nec accusamus nec.","Aliquam suscipit augue turpis accumsan tempora pretium, luctus quam per fusce suscipit? Donec est non."
R_51hpZzyMzg2XDRc,test,,2,,1,0,1,0,0,0,Diam ante gravida? Dignissim accusamus. Mi. Malesuada neque tellus felis. At malesuada non! Tempus eleifend.,0,0,0,0,1,Volutpat luctus aliquet? Phasellus cursus curabitur orci orci tempus arcu nulla mattis blandit nonummy. Neque.,1,0,0,0,0,Lorem. Volutpat in arcu vulputate! Platea maecenas volutpat natoque elementum tellus pretium cursus fringilla.,,,,,,,7,,14,,30,30,20,4,The classrooms feel more peaceful.,3,2,4,1,2,5,4,3,4,3,3,4,5,5,1,4,1,2,4,1,4,3,5,5,3,5,5,1,1317367883,3,,11,5,1,10,6,2,5,5,3,2,2,8,3,3,3,2,8,8,3,4,1,3,4,1,3,1,3,2,1,2,1,5,5,5,10,5,10,5,3,1,3,4,4,2,1,6,5,6,6,5,7,7,2,1,3,3,2,4,3,5,3,3,5,6,1,5,1,2,2,1,1,1,6,1,1,2,"Volutpat! Sed facilisi arcu aliquam ridiculus viverra, sit morbi dapibus, lacus atque! Elit fringilla egestas.",4,2,1,1,,"2,3,5",Non diam dolorem etiam dictumst interdum diam vitae facilisis scelerisque luctus ligula quam! Posuere.,"Culpa platea vel eget ligula? Tincidunt montes, a velit! At at dolorem sagittis interdum."
R_1KYFtgu1faRf3f0,test,,4,,2,0,1,1,0,0,Dapibus. Odio tempus dolor non ante at leo natoque nec.,1,0,1,0,1,Proin gravida natoque. Eu elit malesuada potenti accumsan. Eros primis pharetra quis aliquet velit.,0,0,0,1,1,Porttitor. Rutrum sollicitudin felis mauris mi justo potenti. Etiam tincidunt eu.,,,,,,,9,,9,,0,20,90,7,"It didn’t change my school, just made kids sneakier.",3,1,1,4,4,2,1,5,5,5,4,5,4,3,3,1,4,1,4,4,2,4,2,4,4,5,2,1,1240966446,6,Vitae rhoncus risus erat suspendisse. Dignissim imperdiet posuere sit metus porta? Praesent lacus. Eros.,6,1,5,10,6,1,5,1,2,4,5,3,3,3,3,1,4,3,8,1,8,1,1,3,1,3,3,1,1,2,3,10,5,10,6,7,7,5,2,3,2,3,2,4,1,10,10,7,5,5,10,5,1,3,2,2,2,1,2,5,1,1,5,6,2,3,2,5,6,2,3,5,2,1,5,6,"Bibendum ab culpa turpis quam lorem wisi felis ullamcorper dapibus, ac, euismod turpis? Nonummy neque.",3,1,4,2,,"1,2,3,4,5,6",Iaculis cras magna posuere placerat! Volutpat iaculis suspendisse aliquam donec curabitur.,"Scelerisque lorem pharetra proin tortor commodo, elit aliquam vulputate quam sem? Eu vulputate. Maecenas ultricies."
R_eRG0Z0oUk3GY1xA,test,,4,,1,0,1,1,0,1,Accumsan lacus porttitor ullamcorper consequat vulputate. Mattis volutpat elementum gravida vehicula suscipit vel.,0,0,1,0,0,Dolorem magna posuere vivamus tortor! Duis laoreet tempora eu platea.,1,1,0,1,1,"Magnis volutpat dignissim quam? Euismod iaculis, consectetuer enim! Sagittis amet ullamcorper faucibus ab.",,,,,,,10,Pellentesque dui morbi elementum ante sit vitae eros natoque pellentesque ullamcorper etiam potenti.,11,,100,70,90,3,I get my work done faster now.,5,3,1,5,4,2,1,3,3,3,2,1,2,5,5,1,2,4,1,3,1,3,5,2,2,5,1,1,1034681630,5,,5,3,12,7,2,2,1,1,5,5,4,2,3,1,4,4,1,2,8,8,8,2,5,2,3,2,3,1,2,1,2,7,6,6,7,5,7,7,3,1,3,4,3,1,3,7,5,7,7,5,6,7,1,1,4,3,3,4,3,2,3,1,1,1,6,5,1,1,1,5,5,2,6,2,6,3,Euismod platea magna phasellus sollicitudin cursus lectus elit luctus risus et sagittis velit felis.,7,4,,3,"Leo, erat pharetra interdum orci lacus imperdiet dolorem phasellus urna dignissim placerat.","4,6",Integer fermentum a sodales odio metus risus non. Vestibulum justo.,"Faucibus ultricies eleifend quis elit, est. Leo dictumst auctor consectetuer."
R_3F4GuaPRmeI9UVw,test,,4,,2,0,1,0,1,0,Platea dolorem leo arcu porttitor est dictumst euismod nec per accumsan cras maecenas magnis rhoncus.,1,1,1,1,0,"Eleifend, culpa aliquet! Proin justo leo consectetuer, urna non molestie.",0,0,1,1,0,Natoque cras justo augue tortor non temporibus accusamus luctus leo pretium faucibus.,,,,,,,5,,13,,10,100,50,1,It feels like the school doesn’t trust us at all.,2,2,2,2,2,2,4,4,5,3,5,2,5,4,3,5,3,2,4,1,2,1,3,4,3,2,5,3,179705140,1,,10,3,5,5,4,3,3,4,1,1,1,4,4,4,4,1,1,8,8,8,4,2,2,3,3,2,2,2,1,3,3,5,7,10,7,6,10,7,4,4,4,1,2,1,3,10,6,6,6,5,7,7,4,2,4,3,1,1,3,2,6,2,6,5,1,5,1,1,1,1,5,1,6,1,5,5,Magnis? Mi. Diam nunc maecenas donec sit porta ab augue rutrum pharetra accusamus sapien.,4,2,4,1,,"3,5",Erat mi! Lorem! Imperdiet odio elementum dignissim nunc etiam consectetuer aenean a.,"Purus. Sagittis sollicitudin blandit dolor aliquet ac, montes fermentum, risus sodales id. Per."
R_02Jad5UYMqy6qTs,test,,4,,1,0,1,1,1,0,Leo euismod cras. Amet commodo imperdiet porta justo primis odio! Vulputate magna tempora rhoncus sem.,1,0,0,1,0,"Arcu bibendum malesuada morbi iaculis. Fringilla potenti, lectus eros sodales rutrum porta ab.",1,1,0,1,1,Vulputate est ridiculus. Atque odio tempor tempus mauris porta et. Elementum.,,,,,,,8,,10,,70,50,60,2,I think fights happen less because people aren’t recording them.,4,2,4,5,3,3,3,5,2,3,1,5,1,3,5,2,1,3,1,4,3,5,2,4,4,2,3,4,1613019139,2,,2,3,9,8,1,2,3,1,1,4,3,4,8,4,8,8,2,4,1,4,1,3,1,2,2,1,3,2,3,3,2,7,10,6,7,7,7,7,1,3,1,2,4,1,1,10,6,10,10,6,7,6,3,2,2,3,2,3,4,3,5,1,6,5,3,6,2,6,3,6,3,3,2,3,6,3,Nibh tincidunt metus orci proin amet. Placerat. Donec iaculis! Maecenas. Metus.,2,2,2,2,,"1,2,3,4,5,6","Eros posuere aenean. Sit ullamcorper. Molestie velit malesuada? Dapibus atque, atque vel ac posuere.",Blandit eu! Viverra. Volutpat! Wisi orci sagittis. Fringilla id dui metus rutrum neque cursus consectetuer.
R_9MKnVF2mu33tQSW,test,,4,,2,0,1,0,1,0,"Nonummy, a lorem ultrices bibendum est sit convallis, neque primis montes? Ridiculus.",1,0,1,1,0,Accumsan consequat montes? Accumsan. Egestas rhoncus et pede dapibus suspendisse.,1,0,0,0,0,In potenti eget id risus platea lacus dictumst rhoncus. Curabitur tempor vel.,,,,,,,8,,15,"Dapibus, nulla fermentum lacus eleifend rutrum tellus quis? Facilisis quis vehicula aliquet! Posuere.",20,0,40,3,My grades improved a little since the policy started.,4,2,1,4,1,4,4,4,1,2,3,3,1,4,1,3,5,5,1,1,2,2,2,5,5,1,2,4,707480455,6,"Blandit gravida. Sed, potenti dapibus ab, nec ac integer laoreet culpa ut molestie. Eleifend.",3,5,3,5,4,4,2,4,5,1,5,8,4,4,2,1,3,4,2,2,4,4,3,3,3,1,3,1,1,3,1,6,5,10,10,7,10,7,2,4,3,2,1,1,4,6,5,7,5,10,7,7,4,3,1,2,1,1,4,1,5,3,2,6,2,5,6,6,3,1,5,5,6,3,3,1,Consequat laoreet rutrum dignissim etiam urna posuere velit euismod est orci.,4,,,1,,"3,4","Primis gravida, donec ultricies at. Turpis etiam luctus tempora arcu pharetra euismod dui, tempor pede.",Bibendum id neque primis velit dolor nonummy suscipit ante sollicitudin natoque.
R_1Ami2bTsgq1ft30,test,,4,,2,0,0,0,1,0,Eros? Curabitur vestibulum amet sit mauris viverra curabitur euismod at venenatis.,0,1,1,0,1,Pellentesque vel dapibus. Scelerisque erat ante pellentesque per rhoncus nulla.,1,0,1,0,0,Urna! Blandit lacus vestibulum convallis maecenas. Temporibus. Mauris nonummy magnis dignissim.,,,,,,,5,,11,,90,20,60,3,It’s harder to know what’s happening in the world during the day.,5,4,4,5,5,2,4,5,4,3,3,5,3,4,3,5,2,2,5,3,4,2,4,1,2,2,5,4,1469505709,2,,10,5,5,6,5,3,4,1,3,3,2,8,3,3,2,2,3,1,2,3,3,1,1,4,3,3,1,1,3,1,1,6,10,6,6,5,10,10,1,3,2,3,2,2,1,5,7,10,10,7,10,5,1,2,3,1,1,1,2,6,3,2,5,3,1,3,5,3,6,2,5,6,2,1,5,6,"Integer porta augue quam erat mi, tortor. Atque blandit? Fusce sagittis. Tellus maecenas? Cras porttitor.",7,,1,3,Dolorem volutpat augue massa orci platea iaculis iaculis sodales quam vehicula.,"1,2,3,4,5,6","Egestas laoreet viverra porttitor? Erat potenti vehicula. Sed, dapibus per.","Vulputate? Maecenas lorem curabitur quis molestie urna vel aliquam, metus dignissim viverra aliquet nec."
R_9zYB2vPmtCdSrD8,test,,4,,2,0,0,1,1,0,Dolorem massa wisi temporibus. Suspendisse. Fermentum ut massa donec fermentum molestie tellus est ut.,0,1,0,1,0,Mi suscipit auctor dapibus. Pretium fringilla ullamcorper eget viverra pharetra molestie ligula suscipit ut.,1,1,1,1,1,"Nunc ullamcorper rhoncus ullamcorper ipsum gravida, curabitur elit ac facilisis vulputate facilisis pellentesque volutpat fermentum.",,,,,,,9,,10,,90,30,20,1,I feel more focused but more disconnected.,4,3,3,3,4,4,4,5,4,4,1,3,4,1,3,3,4,5,5,1,3,2,3,4,1,3,4,3,602486241,6,Tincidunt elit. Etiam pretium dui fringilla volutpat vehicula imperdiet. Montes porttitor? Interdum.,12,2,5,5,3,4,5,5,1,1,2,2,2,1,2,4,1,4,1,2,8,1,2,4,1,2,3,2,3,1,3,7,10,10,5,10,10,7,3,4,3,4,1,2,3,7,5,7,5,6,5,6,3,4,3,1,4,1,1,1,6,6,5,5,3,6,2,5,6,6,1,3,6,3,2,3,Pellentesque. Turpis et eget rhoncus neque vestibulum maecenas massa montes.,4,4,1,2,,"1,2,3,4,5,6","Pretium. Accumsan volutpat ultrices, risus volutpat sodales! Integer fermentum etiam! Ridiculus! Tellus.",Ultrices ultricies posuere ultrices. Suscipit aenean! Nullam per sed? Commodo atque at montes egestas felis.
R_77jGWvgnAOQ41lc,test,,2,,1,1,0,0,0,0,Non? Orci aliquet. Gravida pharetra molestie. Enim auctor? Integer faucibus? Etiam egestas tortor.,1,1,1,0,0,Culpa proin viverra fusce ante lacus. Erat consequat! Ut interdum dui nec.,0,0,0,1,0,Sollicitudin posuere. Integer? Odio? Nulla interdum est. Posuere duis molestie.,,,,,,,8,,1,,60,0,40,5,"Honestly, I kind of like not being glued to my phone.",3,5,4,2,1,2,2,4,3,2,1,5,1,5,2,1,3,3,2,1,5,3,2,3,2,1,3,2,1362005842,5,,0,3,4,4,5,1,4,4,1,3,3,3,3,8,8,3,1,2,8,2,2,1,1,5,1,2,2,2,2,2,2,6,5,6,10,5,5,10,4,4,2,4,3,1,3,10,10,7,7,6,10,5,1,3,4,1,3,4,4,1,3,2,5,6,2,1,1,1,2,3,6,3,1,3,2,3,"Molestie, elementum elit donec aliquet! Porta quam suspendisse dolor enim imperdiet, sagittis vulputate auctor velit.",5,,1,4,,"2,3",Lectus eu magna erat nonummy aenean aliquam euismod ultrices. Nec neque rutrum convallis. Tempora.,Maecenas dignissim morbi mi posuere lacus molestie posuere orci ipsum.
